2.9308,2.7607,11.429,0.69,1.16,0.9,25.07,42.18,32.75,0.07,224.2,0
3.8107,2.8669,12.481,0.9,1.51,1.17,25.12,42.24,32.65,0.1,120.14,0
3.4484,2.7651,11.966,0.76,1.35,1.15,23.23,41.37,35.39,0.07,201.16,0
3.4562,2.9262,12.18,0.83,1.32,1.22,24.73,39.12,36.16,0.09,267.87,0
3.1327,2.8891,11.455,0.76,1.3,0.93,25.37,43.5,31.13,0.01,52.31,0
3.7064,2.7914,11.913,0.89,1.52,1.11,25.17,43.26,31.57,0.01,55.64,0
3.6863,2.7207,11.707,0.85,1.44,1.25,23.91,40.71,35.38,0.03,110.03,0
4.3368,2.7638,12.433,0.98,1.7,1.46,23.71,41.02,35.27,0.06,103.5,0
3.5834,2.4159,11.552,0.72,1.41,1.32,20.8,40.79,38.4,0.06,325.09,0
3.7325,2.8757,12.155,0.93,1.53,1.1,26.03,43.07,30.89,0.09,70.66,1
2.8145,2.9516,11.35,0.68,1.12,0.85,25.61,42.25,32.15,0.1,115.32,1
2.6185,2.8949,10.934,0.64,1.06,0.76,26.04,43.15,30.81,0.09,55.75,1
2.8536,2.9431,11.339,0.72,1.16,0.83,26.63,42.65,30.72,0.06,91.63,1
3.391,2.9792,11.988,0.82,1.35,1.04,25.61,41.95,32.44,0.09,125.04,1
2.4089,2.9136,10.796,0.61,1,0.67,26.74,43.71,29.55,0.07,51.01,1
3.2657,3.0651,11.864,0.78,1.29,0.97,25.66,42.47,31.87,0.1,118.86,1
3.7436,2.8765,12.224,0.86,1.2,1.48,24.22,33.94,41.84,0.11,436.81,0
3.2803,2.8657,11.709,0.78,1.26,1.04,25.43,40.9,33.67,0.08,205.8,0
3.5989,2.932,12.096,0.9,1.38,1.11,26.64,40.71,32.66,0.1,235.93,0
3.461,2.9234,11.96,0.87,1.3,1.08,26.78,40.04,33.17,0.11,154.56,0
4.0552,2.7274,12.419,1.04,1.51,1.51,25.51,37.23,37.26,0.07,209.09,1
3.1779,2.782,11.595,0.75,1.27,1.03,24.63,41.59,33.78,0.05,62.51,1
3.0034,2.8843,11.546,0.66,1.12,1.05,23.27,39.61,37.12,0.05,219.59,1
2.9812,2.9476,11.612,0.65,1.05,1.09,23.45,37.62,38.93,0.04,312.48,1
2.2978,3.1006,11.023,0.52,0.85,0.75,24.45,40.09,35.45,0.02,281.79,1
3.3806,3.1088,12.195,0.73,1.24,1.19,23.14,39.14,37.72,0.06,358.03,1
3.6635,2.997,12.343,0.92,1.38,1.26,25.97,38.65,35.38,0.14,250.54,0
2.9481,2.7261,11.338,0.76,1.07,1.11,25.83,36.35,37.81,0.08,242.2,0
3.57745,2.8169,12.0085,0.94,1.33,1.295,26.34,37.31,36.355,0.085,149.8,0
3.7046,2.9767,12.2805,1,1.355,1.325,27.24,36.8,35.96,0.11,193.905,0
3.3455,2.4774,11.258,0.82,1.34,1.06,25.39,41.61,33,0.04,102.66,1
2.8942,2.3476,10.448,0.7,1.29,0.83,24.89,45.57,29.54,0.07,-89.25,1
2.1345,2.4807,10.102,0.48,0.85,0.71,23.58,41.64,34.78,0.04,151.1,1
1.8347,2.5729,9.743,0.41,0.74,0.6,23.22,42.42,34.36,0.06,172.74,1
2.7655,2.5959,10.868,0.57,1.04,0.96,22.12,40.41,37.47,0.07,217.36,0
2.8649,2.6495,11.148,0.61,1.07,1.1,21.97,38.39,39.64,0.09,357.59,0
2.5007,2.6181,10.603,0.61,1.02,0.78,25.28,42.16,32.55,0.07,139.95,0
2.6034,2.7653,11.219,0.52,0.99,0.95,21.23,40.18,38.58,0.04,352.36,0
3.5894,2.8166,12.292,0.77,1.34,1.25,22.92,39.86,37.22,0.06,392.65,0
3.4185,2.8537,12.277,0.65,1.18,1.39,20.14,36.62,43.23,0.05,485.15,0
3.016,3.0163,11.259,0.69,1.2,1.02,23.67,41.28,35.04,0.1,25.93,0
3.2002,3.0009,11.639,0.7,1.23,1.14,22.73,40.09,37.18,0.1,123.14,0
3.5217,3.0238,12.031,0.76,1.36,1.24,22.51,40.55,36.94,0.11,152.96,0
3.3541,3.0055,11.88,0.73,1.31,1.14,23.08,41.22,35.71,0.1,131.98,0
3.5612,3.0195,12.034,0.78,1.36,1.26,22.91,40,37.09,0.12,127.38,0
2.7436,2.9083,11.102,0.6,1.04,1,22.72,39.25,38.03,0.09,120.32,0
4.1666,3.0072,13.099,1.12,1.68,1.15,28.39,42.48,29.12,0.06,194.51,1
5.1097,2.7675,13.862,1.25,2.01,1.63,25.58,41.09,33.34,0.07,155.56,1
3.8822,2.9462,12.863,0.93,1.54,1.19,25.49,42.06,32.45,0.04,261.49,1
3.9305,2.9712,12.804,1.02,1.61,1.09,27.44,43.3,29.26,0.05,149.34,1
4.822,2.4537,13.144,0.86,1.57,2.28,18.27,33.34,48.39,0.07,500.92,0
3.6636,2.7472,12.074,0.86,1.36,1.27,24.51,39.06,36.42,0.03,264.63,0
3.9546,2.5403,12.27,0.82,1.43,1.56,21.63,37.49,40.88,0.08,345.55,0
3.2171,2.474,10.861,0.68,1.28,1.13,22.01,41.43,36.56,0.05,-5.99,0
2.6691,2.4715,10.305,0.6,1.07,0.89,23.35,41.88,34.77,0.04,-29.98,0
2.5636,2.4047,10.048,0.55,1.03,0.89,22.29,41.68,36.02,0.07,-63.37,0
2.977,2.4755,10.471,0.6,1.17,1.09,21.04,40.91,38.05,0.08,-81.78,0
2.3464,2.9581,10.899,0.46,0.94,0.81,20.72,42.59,36.69,0.06,342.54,0
2.112,2.9116,10.566,0.44,0.86,0.75,21.64,41.87,36.49,0.04,325.08,0
2.7444,2.9766,11.306,0.55,1.04,1.08,20.55,39.11,40.34,0.08,380.75,0
3.0969,3.2103,12.289,0.71,1.16,1.06,24.33,39.44,36.23,0.07,293.38,0
3.2966,3.073,12.357,0.71,1.21,1.2,22.72,38.77,38.51,0.07,390.2,0
2.865,3.0338,11.911,0.66,1.08,0.95,24.4,40.09,35.52,0.03,317.5,0
3.3377,3.1043,12.441,0.75,1.22,1.15,24.08,39.04,36.88,0.07,344.99,0
3.8718,2.7589,12.561,0.91,1.47,1.32,24.53,39.79,35.68,0.05,246.63,0
3.633,2.5483,11.983,0.75,1.37,1.28,22.05,40.29,37.66,0.03,277.88,0
3.4187,2.6233,11.841,0.75,1.35,1.13,23.25,41.79,34.96,0.03,164.45,0
3.38345,2.91655,12.2285,0.785,1.175,1.445,23.09,34.46,42.44,0.075,487.82,0
3.4634,2.9414,12.2415,0.865,1.285,1.285,25.135,37.505,37.36,0.065,302.66,0
4.3252,2.8784,13.104,1.08,1.62,1.64,24.9,37.27,37.83,0.07,251.31,0
2.8875,2.5176,11.08,0.7,1.05,1.04,25.03,37.69,37.28,0.07,168.11,0
3.4243,2.689,11.722,0.72,1.08,1.49,21.81,32.85,45.34,0.12,348.19,0
3.5372,2.6664,11.861,0.7,1.22,1.37,21.29,37.05,41.65,0.11,331.56,0
3.5481,2.7243,11.931,0.77,1.26,1.3,23.14,37.8,39.06,0.12,303.98,0
3.2159,2.7062,11.619,0.68,1.16,1.17,22.71,38.45,38.85,0.1,344.71,0
3.8427,2.7288,12.186,0.78,1.35,1.45,21.84,37.73,40.43,0.15,336.37,0
3.6767,2.6435,11.901,0.79,1.3,1.33,23.14,38.08,38.78,0.12,205.18,0
2.5203,2.4738,10.602,0.55,0.95,0.88,23.22,39.94,36.84,0.05,189.05,0
3.0215,2.5264,11.177,0.7,1.05,1.23,23.58,35.28,41.14,0.09,283.04,0
2.879,2.6301,11.271,0.72,0.97,1.25,24.62,32.92,42.46,0.08,301.92,0
2.81925,2.6705,11.229,0.675,0.945,1.26,23.505,32.725,43.77,0.08,304.055,0
5.0488,2.9178,13.612,1.22,1.98,1.59,25.43,41.42,33.16,0.06,46.58,0
3.703,2.9934,12.426,0.91,1.48,1.11,26.06,42.34,31.6,0.04,135.43,0
3.9196,3.1772,12.96,0.99,1.55,1.17,26.56,41.89,31.55,0.05,167.81,0
3.7196,2.7592,12.281,0.89,1.32,1.36,24.88,36.97,38.15,0.08,357.67,1
3.4534,2.6931,11.837,0.82,1.22,1.29,24.68,36.58,38.74,0.05,315.24,1
3.738,2.8545,12.305,0.89,1.35,1.34,24.89,37.78,37.33,0.04,303.41,1
3.1103,2.7977,11.515,0.66,1.22,1.1,22.27,40.83,36.9,0.07,119.83,1
4.0293,2.7874,12.524,0.87,1.55,1.42,22.69,40.31,37,0.08,216.9,1
2.3539,2.8779,10.891,0.54,0.86,0.93,23.19,37.02,39.79,0.06,279.34,1
3.1085,2.8814,11.771,0.72,1.05,1.34,23.08,33.88,43.04,0.1,393.95,1
2.6766,2.5365,10.616,0.57,1.09,0.87,22.67,42.89,34.44,0.06,176.9,0
2.0086,2.5853,10.114,0.47,0.88,0.59,24.33,45.23,30.44,0.08,152.01,0
3.0284,2.5975,11.088,0.7,1.28,0.97,23.74,43.38,32.88,0.09,173.08,0
2.5138,2.6164,10.625,0.53,1.04,0.83,22.11,43.28,34.61,0.11,150.94,0
4.2196,2.6283,12.61,1.01,1.78,1.27,24.81,43.88,31.31,0.05,113.36,1
4.4258,2.7564,12.978,1.08,1.9,1.35,24.98,43.87,31.15,0.04,84.62,1
4.3104,2.6444,12.827,1.03,1.8,1.34,24.69,43.11,32.21,0.03,138.37,1
4.9004,2.7422,13.835,1.14,1.95,1.54,24.54,42.11,33.34,0.04,265.35,0
4.0487,2.8518,12.734,1,1.67,1.16,26.05,43.63,30.32,0.02,166.75,0
4.3812,2.7792,13.181,0.95,1.79,1.4,22.95,43.3,33.75,0.06,274.45,0
3.1092,2.5211,11.271,0.77,1.13,1.01,26.42,38.89,34.69,0.1,54.32,0
3.444,2.5224,11.637,0.86,1.23,1.22,25.9,37.35,36.75,0.08,126.79,0
3.0629,2.5594,11.296,0.79,1.07,1.08,26.98,36.39,36.63,0.08,131.63,0
3.0366,2.5421,11.349,0.79,1.03,1.13,26.68,35.03,38.29,0.08,189.32,0
2.318,2.6559,10.721,0.57,0.8,0.85,25.62,36.1,38.29,0.07,219.8,0
3.8811,2.6484,12.356,0.73,1.36,1.57,19.96,37.08,42.96,0.09,454.46,1
5.5003,2.6934,13.923,1.19,1.86,2.22,22.64,35.26,42.1,0.21,454.36,1
2.5913,2.6764,10.913,0.57,1.09,0.8,23.21,44.44,32.35,0.02,173.33,1
1.8412,3.3533,10.937,0.46,0.8,0.47,26.59,46.15,27.25,0.09,201.9,1
2.8173,3.375,11.87,0.7,1.13,0.86,26.09,41.9,32.01,0.12,185.18,1
4.6779,3.3172,13.675,1.13,1.89,1.45,25.32,42.3,32.38,0.13,82.24,1
4.0579,2.7158,12.569,0.99,1.68,1.21,25.51,43.39,31.1,0.03,120.97,1
3.4966,2.8321,12.147,0.87,1.52,0.99,25.73,44.88,29.39,0.01,90.69,1
3.9269,2.8322,12.575,0.94,1.7,1.14,24.82,45.03,30.15,0.02,52.56,1
4.4142,3.1958,13.308,1.03,1.87,1.37,24.13,43.77,32.1,0.08,149.67,0
4.2384,3.2814,13.296,1.02,1.76,1.35,24.65,42.66,32.69,0.1,264.05,0
4.197,3.283,13.246,0.95,1.72,1.36,23.46,42.76,33.79,0.12,262.41,0
4.8312,3.2158,13.745,1.14,2.04,1.53,24.28,43.31,32.41,0.11,183.8,0
4.9824,2.9156,13.652,1.27,1.94,1.6,26.41,40.28,33.31,0.13,108.84,1
4.4958,2.8196,13.072,1.1,1.82,1.41,25.38,41.96,32.65,0.1,128.72,1
3.989,2.9381,12.779,0.99,1.63,1.2,25.96,42.63,31.41,0.07,159.22,1
4.0123,2.6753,12.487,0.95,1.58,1.32,24.64,41.1,34.26,0.11,230.71,1
4.0764,2.5972,12.554,0.91,1.56,1.46,23.14,39.67,37.19,0.12,332.51,0
4.1998,2.7796,12.919,0.98,1.76,1.3,24.33,43.45,32.22,0.08,199.62,0
4.2023,2.7537,12.929,0.96,1.68,1.38,23.82,41.85,34.33,0.11,252.78,0
4.5559,2.96,13.496,1.01,1.51,1.68,24.07,35.97,39.96,0.12,429.05,1
5.3325,3.6072,14.606,0.83,1.63,2.56,16.53,32.55,50.92,0.15,1101.96,1
4.5189,2.7933,13.267,0.83,1.42,1.88,20.19,34.4,45.41,0.12,660.92,1
4.5294,2.8097,13.117,0.77,1.41,1.98,18.51,33.91,47.58,0.15,674.61,1
3.7554,2.7047,12.048,0.7,1.24,1.55,20.15,35.45,44.4,0.1,454.65,1
4.2041,2.9809,13.015,0.93,1.49,1.5,23.75,37.92,38.33,0.1,361.89,1
3.5507,3.0455,12.365,0.82,1.39,1.16,24.33,41.28,34.39,0.08,254.6,1
3.7795,2.876,12.473,0.97,1.49,1.13,27.03,41.47,31.5,0.08,179.05,1
3.294,2.9555,12.038,0.78,1.27,1.04,25.36,41.03,33.61,0.07,226.39,1
3.6847,2.7979,12.266,0.78,1.35,1.3,22.62,39.31,38.07,0.1,317.5,0
2.72,2.9122,11.3,0.62,1,1.01,23.65,37.89,38.46,0.08,233.79,0
4.5383,2.8394,13.002,1.03,1.63,1.73,23.38,37.22,39.41,0.13,255.03,0
2.3667,2.8738,10.996,0.53,0.88,0.88,23.19,38.31,38.5,0.08,241.94,0
3.3268,2.9514,12.088,0.74,1.15,1.22,23.7,37.05,39.25,0.1,383.76,0
3.4446,2.882,12.156,0.75,1.24,1.22,23.42,38.62,37.96,0.07,338.15,0
2.894,2.9936,11.775,0.66,1.04,1.03,24.12,38.13,37.75,0.07,349.84,0
2.5975,2.9476,11.377,0.57,0.94,0.91,23.54,38.76,37.71,0.06,278.95,0
3.5139,2.9893,12.384,0.72,1.2,1.33,22.18,36.91,40.91,0.08,470.13,0
3.3391,2.9087,11.914,0.68,1.16,1.3,21.56,37.07,41.37,0.11,431.17,0
3.5629,2.8506,12.134,0.72,1.21,1.39,21.74,36.42,41.84,0.09,412.09,0
3.0825,2.8655,11.805,0.65,0.98,1.36,21.69,32.85,45.46,0.12,529.49,0
4.5975,2.6542,13.246,0.92,1.33,2.35,19.92,28.99,51.09,0.16,837.53,0
3.9735,3.208,12.74,0.99,1.58,1.21,26.21,41.75,32.04,0.07,75.14,0
4.3431,3.128,13.002,1.07,1.7,1.4,25.59,40.83,33.58,0.08,88.01,0
4.1053,3.0429,12.704,1.05,1.67,1.25,26.53,42.06,31.41,0.06,2.68,0
3.405,2.7904,12.121,0.93,1.31,1.2,26.99,38.01,35,0.1,159.59,0
3.62915,2.74395,12.2965,0.925,1.385,1.305,25.51,38.405,36.085,0.095,239.83,0
3.21335,2.7788,11.852,0.87,1.21,1.14,27.05,37.535,35.415,0.1,214.915,0
4.1739,2.9869,12.99,1.19,1.63,1.33,28.72,39.27,32.01,0.1,125.75,0
3.5649,2.8855,12.256,0.95,1.43,1.04,27.76,41.71,30.52,0.1,132.92,0
3.3029,2.9147,12.041,0.85,1.31,1,26.83,41.58,31.59,0.12,214.23,0
3.2993,2.9508,12.164,0.85,1.39,0.93,26.81,43.89,29.3,0.11,189.23,0
4.3052,2.902,12.939,0.81,1.28,1.95,19.99,31.65,48.36,0.25,747.09,0
3.0243,2.8246,11.283,0.59,1.09,1.2,20.4,37.88,41.72,0.21,299.02,0
4.1168,2.761,12.44,0.82,1.2,1.85,21.22,31.01,47.77,0.24,550.6,0
3.7871,2.7148,12.06,0.8,1.2,1.57,22.49,33.63,43.88,0.18,511.46,0
3.7042,2.7035,12.212,0.73,1.2,1.56,20.83,34.45,44.72,0.2,468.94,0
5.0657,2.5793,13.37,1.02,1.59,2.2,21.29,33.03,45.68,0.24,517.52,0
5.0254,2.5059,13.108,0.98,1.56,2.25,20.51,32.62,46.87,0.22,547.52,0
4.0672,2.6678,12.372,0.82,1.26,1.72,21.56,33.23,45.21,0.18,510.73,0
4.5146,2.6583,12.81,0.95,1.39,1.96,22.15,32.29,45.56,0.22,520.2,0
3.56,2.852,12.141,0.82,1.26,1.31,24.3,37.15,38.55,0.14,333.37,0
3.7423,2.8483,12.426,0.89,1.52,1.13,25.19,42.81,32,0.04,142.42,1
3.977,2.9201,12.743,0.98,1.61,1.18,25.94,42.74,31.31,0.04,146.08,1
4.0405,2.7298,12.554,0.97,1.66,1.21,25.26,43.13,31.61,0.08,116.1,1
3.3635,3.2313,12.355,0.8,1.34,1.05,25.07,42.14,32.79,0.06,153.83,0
3.3279,3.2435,12.329,0.83,1.35,1.02,26.03,42.2,31.77,0.05,117.99,0
3.5502,3.1766,12.54,0.82,1.43,1.12,24.3,42.45,33.25,0.06,187.84,0
4.1865,3.1592,13.074,1.03,1.78,1.21,25.57,44.28,30.15,0.1,23.58,0
3.5611,3.2859,12.594,0.82,1.37,1.23,24.02,40.09,35.89,0.08,261.41,1
3.2599,3.2097,12.127,0.77,1.23,1.11,24.64,39.55,35.81,0.11,247.1,1
3.9348,2.3861,12.053,0.83,1.29,1.54,22.67,35.27,42.06,0.14,318.17,1
4.0207,2.4816,12.306,0.83,1.38,1.55,22.09,36.67,41.25,0.16,307.4,1
4.0279,2.5437,12.384,0.84,1.35,1.58,22.31,35.74,41.94,0.17,399.82,1
4.4732,2.4574,12.624,0.85,1.38,1.94,20.43,33.11,46.45,0.2,546.12,1
3.5915,2.5773,11.779,0.82,1.35,1.23,24.09,39.73,36.18,0.06,120.63,1
2.8803,2.7192,11.188,0.71,1.15,0.91,25.68,41.44,32.88,0.05,80.59,1
5.388,2.7271,13.66,1.23,1.95,1.87,24.37,38.57,37.05,0.11,239.81,1
3.4218,2.5345,11.655,0.76,1.28,1.21,23.31,39.37,37.31,0.09,220.53,0
3.9228,2.7387,12.435,0.84,1.47,1.39,22.71,39.83,37.46,0.09,273.61,0
3.6562,2.6921,11.897,0.89,1.4,1.26,25.11,39.42,35.47,0.09,135.1,0
3.5766,2.6722,11.942,0.94,1.29,1.38,26.05,35.66,38.29,0.1,203.28,0
4.3398,3.1994,13.44,1.07,1.8,1.24,26.03,43.73,30.24,0.03,116.79,0
3.5605,2.9587,12.338,0.91,1.66,0.91,26.03,47.83,26.15,0.03,86.78,0
4.2268,3.328,13.474,1.02,1.82,1.24,25.05,44.55,30.4,0.08,111.26,0
3.9821,2.8239,12.398,0.84,1.34,1.58,22.33,35.64,42.04,0.13,330.92,0
3.5181,2.7926,12.004,0.69,1.15,1.45,20.9,34.92,44.18,0.14,450.4,0
4.9714,2.4656,13.161,0.98,1.73,1.94,21.09,37.18,41.72,0.18,485.38,0
3.7615,2.7213,12.116,0.87,1.63,1.12,23.99,45.01,31,0.04,77.72,0
3.8485,2.6953,12.08,0.9,1.64,1.15,24.42,44.43,31.15,0.09,29.01,0
4.0061,2.7853,12.367,0.94,1.64,1.25,24.57,42.76,32.67,0.1,78.6,0
3.5164,2.7013,11.8,0.83,1.47,1.06,24.8,43.81,31.39,0.1,58.79,0
3.4447,3.0736,12.162,0.68,1.26,1.31,20.99,38.8,40.2,0.04,340.06,0
2.8016,2.9978,11.473,0.61,1.03,1,22.95,39.22,37.83,0.04,302.03,0
3.1797,3.1356,12.073,0.66,1.28,1.08,21.96,42.44,35.61,0.06,313.69,0
2.858,3.1174,11.76,0.71,0.96,1.21,24.58,33.34,42.08,0.08,320.22,0
2.6638,3.10505,11.6035,0.63,0.925,1.115,23.645,34.63,41.725,0.07,314.135,0
2.78185,3.1519,11.6595,0.66,0.985,1.11,23.935,35.665,40.4,0.075,289.68,0
4.2954,2.8782,13.031,0.77,1.12,2.37,18,26.35,55.65,0.19,796.91,0
4.4124,2.9531,13.192,1.03,1.83,1.39,24.3,43.11,32.59,0.08,187.24,1
5.1723,3.0205,13.947,1.19,1.98,1.8,24.02,39.82,36.16,0.09,247.35,1
4.5259,3.0664,13.268,1.15,1.93,1.25,26.54,44.59,28.87,0.07,11.99,1
5.7006,3.0405,14.437,1.45,2.37,1.68,26.43,43.02,30.55,0.09,-9.13,1
4.3559,3.2318,13.32,1.12,1.84,1.28,26.34,43.46,30.2,0.08,107.63,1
4.4418,3.2191,13.346,1.14,1.91,1.24,26.69,44.41,28.9,0.06,42.71,1
3.6725,2.9161,12.388,0.85,1.46,1.14,24.7,42.28,33.02,0.05,245.13,1
3.4388,3.0628,12.257,0.82,1.36,1.08,25.1,41.71,33.19,0.06,241.72,1
