ID,LACT,DIMatSample,DIMatBreeding,DateofBreeding,ReasonBred,Milking.Shift,Fat...D,CU.Protein,CU.Lactose,Tot.Solids,SNF,NPN.CU,Denovo.FA,Mixed.FA,Performed.FA,DeNovo.Cal.Rel.,Mixed.Cal.Rel..,Preformed.Cal.Rel..,mChainL,mUnsat,PalmiticAcid,StearicAcid,OleicAcid,C181T10,C181T11,SatFAmasspermass,MonoFAmasspermass,PolyFAsmasspermass,FreeFA,CisFAmasspermass,TransFAmasspermass,CitricAcid,BHB,Acetone,Blood.NEFA..ueq.L.,Conductivity,preg
2551,2,62,65,12/19/16,Lut2,M1,2.9586,2.599,4.6675,11.294,8.322,10.2,0.46,1,1.29,16.79,36.37,46.84,14.76,0.35,0.94,0.32,0.87,0.004,0.035,1.72,1.01,0.1,1.5,1.02,0.05,2190,0.13,0.16,520.75,7.08,TRUE
2551,2,65,65,12/19/16,Lut2,M1,3.0093,2.6014,4.6335,11.313,8.289,10.9,0.52,1.07,1.33,17.7,36.71,45.59,14.69,0.32,1,0.33,0.75,0.015,0.03,1.83,0.94,0.09,3,0.91,0.07,2252,0.15,0.22,547.3,7.19,TRUE
2551,2,66,65,12/19/16,Lut2,M1,3.6124,2.7422,4.6545,12.091,8.469,11.7,0.59,1.27,1.56,17.14,37.22,45.64,14.72,0.33,1.19,0.4,0.96,0.012,0.044,2.16,1.16,0.11,2,1.15,0.07,2403,0.17,0.23,575.97,6.85,TRUE
2551,2,67,65,12/19/16,Lut2,M1,2.8,2.6322,4.641,11.143,8.33,14.8,0.48,1.02,1.19,17.95,37.85,44.2,14.67,0.32,0.95,0.29,0.7,0.011,0.03,1.71,0.85,0.08,2.6,0.84,0.06,2174,0.14,0.21,480.86,7.34,TRUE
2551,2,68,65,12/19/16,Lut2,M1,3.4799,2.664,4.7127,11.933,8.443,13.3,0.57,1.27,1.44,17.32,38.75,43.93,14.75,0.33,1.18,0.35,0.92,0.016,0.033,2.08,1.12,0.1,2.9,1.11,0.07,2317,0.17,0.23,557.81,6.94,TRUE
2551,2,69,65,12/19/16,Lut2,M1,2.9542,2.6849,4.6693,11.383,8.418,12.8,0.47,1.01,1.27,16.99,36.71,46.31,14.71,0.34,0.95,0.33,0.83,0.008,0.034,1.74,0.97,0.1,1.8,0.99,0.05,2153,0.16,0.2,512.98,7.28,TRUE
2552,1,72,89,7/9/16,TimeBred,M1,3.3993,2.7776,4.7999,12.05,8.645,12.2,0.81,1.24,1.24,24.74,37.73,37.53,14.6,0.32,1.25,0.27,0.7,0.016,0.034,2.29,0.88,0.11,1.4,0.89,0.06,1229,0.04,0.03,288.05,6.9,FALSE
2552,1,79,89,7/9/16,TimeBred,M1,2.7531,2.9295,4.8503,11.611,8.859,12.7,0.66,1.01,0.99,24.74,37.87,37.39,14.67,0.33,1.03,0.21,0.57,0.011,0.029,1.85,0.71,0.1,1.2,0.73,0.05,1182,0.02,0.02,311.93,6.92,FALSE
2552,1,86,89,7/9/16,TimeBred,M1,3.4712,2.8764,4.8182,12.247,8.774,11.5,0.83,1.37,1.13,24.92,41.1,33.98,14.65,0.31,1.37,0.24,0.69,0.015,0.029,2.37,0.86,0.1,1.5,0.87,0.05,1140,0.01,0.01,224.62,6.93,FALSE
2552,1,87,89,7/9/16,TimeBred,M1,3.1616,2.992,4.774,12.013,8.853,13.8,0.72,1.16,1.16,23.73,38.08,38.19,14.68,0.32,1.18,0.29,0.65,0.012,0.034,2.16,0.79,0.1,1.4,0.8,0.06,1238,0.03,0.05,317.24,7.06,FALSE
2552,1,88,89,7/9/16,TimeBred,M1,3.9187,2.8998,4.7312,12.636,8.714,11.7,0.96,1.53,1.27,25.51,40.68,33.81,14.57,0.29,1.53,0.29,0.76,0.014,0.026,2.72,0.93,0.11,1.6,0.96,0.05,1218,0.04,0.04,173.51,6.91,FALSE
2552,1,89,89,7/9/16,TimeBred,M1,3.506,2.9819,4.9228,12.5,9,11.6,0.83,1.36,1.22,24.44,39.81,35.75,14.66,0.31,1.36,0.27,0.67,0.019,0.03,2.4,0.87,0.11,1.4,0.87,0.07,1275,0.04,0.04,281.34,6.93,FALSE
2552,1,90,89,7/9/16,TimeBred,M1,4.0168,3.0132,4.8596,12.986,8.974,14.1,0.91,1.5,1.48,23.39,38.51,38.1,14.67,0.3,1.51,0.37,0.8,0.02,0.042,2.73,1.02,0.12,1.4,1.02,0.08,1348,0.06,0.07,314.72,6.64,FALSE
2552,1,91,89,7/9/16,TimeBred,M1,3.4946,3.0432,4.8507,12.482,8.993,14.9,0.78,1.3,1.26,23.29,38.94,37.77,14.72,0.33,1.31,0.28,0.76,0.015,0.042,2.32,0.94,0.11,1.5,0.95,0.07,1379,0.05,0.06,362.66,6.83,FALSE
2552,1,92,89,7/9/16,TimeBred,M1,3.9393,2.9383,4.921,12.889,8.954,12.1,0.93,1.47,1.41,24.53,38.49,36.98,14.6,0.3,1.47,0.33,0.78,0.018,0.043,2.69,0.99,0.12,1.5,0.99,0.08,1315,0.04,0.05,301.15,6.69,FALSE
2552,1,93,89,7/9/16,TimeBred,M1,3.5844,2.9352,4.7694,12.375,8.789,12.6,0.88,1.34,1.29,25.15,38.24,36.6,14.55,0.3,1.36,0.31,0.66,0.015,0.039,2.5,0.85,0.1,1.4,0.85,0.07,1185,0.05,0.07,272.01,7.02,FALSE
2553,1,73,90,1/30/16,TimeBred,M1,3.9947,2.8414,4.9806,12.881,8.889,15.4,0.9,1.69,1.25,23.51,43.93,32.56,14.34,0.25,1.57,0.33,0.76,0.017,0.041,2.75,0.98,0.1,0.6,0.98,0.06,1483,0.05,0.05,218.95,6.18,FALSE
2553,1,80,90,1/30/16,TimeBred,M1,4.0472,2.8047,4.9334,12.843,8.796,14.1,1.01,1.67,1.27,25.51,42.3,32.19,14.25,0.24,1.58,0.33,0.68,0.027,0.04,2.84,0.93,0.12,0.8,0.91,0.08,1456,0.05,0.05,173.1,6.37,FALSE
2553,1,87,90,1/30/16,TimeBred,M1,3.7602,2.8152,4.8133,12.444,8.68,14.1,0.88,1.56,1.22,23.99,42.62,33.39,14.36,0.26,1.48,0.3,0.69,0.022,0.036,2.58,0.91,0.1,0.8,0.9,0.07,1459,0.06,0.06,165.37,6.23,FALSE
2553,1,94,90,1/30/16,TimeBred,M1,4.1092,2.7627,4.9219,12.849,8.739,15.1,0.88,1.56,1.49,22.34,39.73,37.93,14.47,0.29,1.48,0.37,0.89,0.021,0.06,2.67,1.14,0.14,0.4,1.14,0.1,1823,0.09,0.1,324.69,6.07,FALSE
2554,1,42,59,4/30/16,Lut2,M1,4.4232,3.4262,4.6889,13.637,9.226,10.6,1.07,1.5,1.89,24.01,33.57,42.42,14.18,0.27,1.5,0.49,0.79,0.027,0.042,3.05,1.07,0.17,-0.3,1.08,0.1,1664,0.14,0.18,391.68,6.26,FALSE
2554,1,56,59,4/30/16,Lut2,M1,5.2215,3.2449,4.6986,14.269,9.055,10,1.22,1.96,1.9,24,38.55,37.45,14.26,0.24,1.94,0.52,0.98,0.029,0.033,3.62,1.26,0.14,1.1,1.25,0.09,1747,0.14,0.17,203.67,6.2,FALSE
2556,1,41,59,1/3/16,NoneListed,M1,3.4813,3.048,5.086,12.693,9.224,11.8,0.69,1.26,1.46,20.14,36.87,42.99,14.45,0.27,1.24,0.45,0.75,0.005,0.036,2.35,0.9,0.09,1,0.91,0.04,1744,0.08,0.13,486.46,5.59,FALSE
2556,1,46,59,1/3/16,NoneListed,M1,4.359,2.9124,5.0075,13.352,8.999,8.9,0.7,1.58,2.09,16.02,36.09,47.89,14.78,0.29,1.5,0.65,0.99,0.028,0.054,2.82,1.27,0.12,1.6,1.21,0.12,2126,0.1,0.21,638.71,5.52,FALSE
2556,1,62,59,1/3/16,NoneListed,M1,5.6094,3.1858,4.7716,14.67,9.069,11.7,1.2,2.28,2.1,21.56,40.87,37.56,14.35,0.21,2.14,0.66,1.01,0.03,0.042,3.93,1.31,0.13,2.1,1.29,0.1,1566,0.14,0.22,164.29,6.06,FALSE
2556,2,41,58,12/31/16,Lut2,M1,4.8116,2.9887,4.7295,13.635,8.824,11.5,1.09,1.89,1.57,23.94,41.57,34.49,14.18,0.24,1.76,0.39,0.98,0.015,0.02,3.21,1.2,0.12,1.6,1.25,0.05,1665,0.14,0.15,204.95,6.32,FALSE
2557,1,46,63,3/19/16,NoneListed,M1,2.8253,2.7478,4.774,11.373,8.541,10,0.61,1.08,1.03,22.46,39.6,37.94,14.42,0.3,1.05,0.24,0.62,0.009,0.033,1.87,0.78,0.08,1.5,0.77,0.05,2065,0.1,0.12,321.67,6.63,TRUE
2557,1,53,63,3/19/16,NoneListed,M1,3.3991,2.7626,4.7461,11.94,8.534,6.4,0.63,1.23,1.43,19.22,37.29,43.5,14.67,0.31,1.19,0.37,0.8,0.021,0.042,2.18,1.01,0.1,1.6,0.97,0.09,2281,0.13,0.17,449.38,6.68,TRUE
2557,1,61,63,3/19/16,NoneListed,M1,2.2048,2.8362,4.7623,10.83,8.62,9.1,0.43,0.7,1.05,19.62,32.2,48.18,14.54,0.32,0.7,0.26,0.52,0.014,0.042,1.38,0.69,0.08,1,0.64,0.08,2564,0.14,0.18,497.2,6.71,TRUE
2557,1,67,63,3/19/16,NoneListed,M1,2.853,2.7843,4.7579,11.436,8.578,8.9,0.64,0.98,1.25,22.26,34.05,43.68,14.4,0.3,0.98,0.3,0.6,0.01,0.041,1.9,0.78,0.1,1.5,0.77,0.07,1942,0.11,0.17,430.81,6.77,TRUE
2557,2,42,60,2/19/17,Lut2,M1,2.1694,2.9056,4.5971,10.746,8.569,8.3,0.49,0.86,0.75,23.4,40.79,35.81,14.4,0.3,0.79,0.21,0.44,0.008,0.02,1.45,0.57,0.05,1.9,0.58,0.04,2212,0.1,0.1,270.56,7.41,TRUE
2557,2,48,60,2/19/17,Lut2,M1,2.3116,2.7613,4.5061,10.644,8.318,9,0.5,0.79,1.01,21.64,34.48,43.88,14.47,0.31,0.74,0.3,0.46,0.016,0.03,1.51,0.62,0.08,2.2,0.62,0.06,2108,0.11,0.14,305.17,7.69,TRUE
2557,2,55,60,2/19/17,Lut2,M1,3.3052,2.6459,4.441,11.45,8.125,9,0.73,1.31,1.21,22.44,40.29,37.27,14.37,0.27,1.22,0.33,0.63,0.016,0.024,2.23,0.81,0.09,2.6,0.83,0.06,1962,0.12,0.16,219.04,7.5,TRUE
2557,2,62,60,2/19/17,Lut2,M1,3.2668,2.7369,4.6531,11.711,8.43,11.9,0.74,1.37,1.08,23.1,43.12,33.78,14.34,0.25,1.28,0.32,0.58,0.014,0.024,2.26,0.75,0.06,2.1,0.76,0.05,2082,0.1,0.13,195.98,7.1,TRUE
2558,1,43,61,3/13/16,NoneListed,M1,3.5337,2.8133,4.876,12.261,8.726,9.9,0.74,1.37,1.31,21.7,40.04,38.26,14.39,0.26,1.34,0.37,0.76,0.003,0.018,2.42,0.89,0.07,1.1,0.92,0.02,1788,0.08,0.12,290.14,6.27,FALSE
2558,1,50,61,3/13/16,NoneListed,M1,4.0164,2.7404,4.8731,12.668,8.647,11,0.86,1.6,1.42,22.18,41.29,36.52,14.35,0.26,1.55,0.37,0.85,0.006,0.023,2.74,1.02,0.08,1.2,1.05,0.03,1770,0.07,0.1,275.64,6.41,FALSE
2558,1,57,61,3/13/16,NoneListed,M1,3.7877,2.8194,4.8924,12.541,8.753,9.7,0.79,1.53,1.33,21.55,42,36.45,14.45,0.26,1.48,0.36,0.82,0.004,0.018,2.58,0.97,0.07,1.1,1,0.02,1745,0.07,0.11,283.23,6.36,FALSE
2558,1,65,61,3/13/16,NoneListed,M1,4.411,2.7323,4.9271,13.112,8.699,9.3,1,1.62,1.75,22.84,37.13,40.03,14.11,0.24,1.59,0.49,0.84,0.015,0.035,3.06,1.07,0.11,1.1,1.07,0.07,2112,0.17,0.23,406.15,5.74,FALSE
2559,1,38,58,1/10/16,NoneListed,M1,3.8288,3.138,4.7536,12.801,8.978,10.8,0.91,1.56,1.24,24.51,42.01,33.48,14.27,0.24,1.46,0.36,0.75,0.007,0.02,2.68,0.92,0.08,0.7,0.93,0.04,1872,0.1,0.12,279.65,6.24,FALSE
2559,1,54,58,1/10/16,NoneListed,M1,4.3638,3.1853,4.8787,13.519,9.166,14.5,0.93,1.64,1.62,22.27,39.14,38.59,14.49,0.28,1.54,0.45,0.93,0.017,0.048,2.9,1.16,0.13,0.9,1.15,0.09,2033,0.15,0.19,393.97,6.09,FALSE
2559,1,61,58,1/10/16,NoneListed,M1,3.9202,3.1765,4.7944,12.976,9.064,12.4,0.93,1.61,1.26,24.51,42.37,33.12,14.36,0.25,1.5,0.33,0.77,0.013,0.022,2.71,0.96,0.09,0.9,0.96,0.05,1732,0.11,0.13,258.09,6.44,FALSE
2562,1,58,75,3/12/16,Lut2,M1,3.2844,2.8903,4.779,11.994,8.708,9.4,0.71,1.29,1.18,22.38,40.49,37.12,14.49,0.28,1.25,0.32,0.68,0.012,0.021,2.24,0.85,0.07,1.4,0.83,0.05,2290,0.11,0.13,242.91,6.28,FALSE
2562,1,65,75,3/12/16,Lut2,M1,3.7342,2.7981,4.8866,12.458,8.723,11.7,0.82,1.41,1.38,22.67,39.07,38.27,14.46,0.28,1.37,0.37,0.78,0.014,0.032,2.52,0.98,0.09,1.1,0.96,0.07,2254,0.13,0.16,275.19,6.15,FALSE
2562,1,72,75,3/12/16,Lut2,M1,3.1989,2.8357,4.822,11.893,8.692,10.9,0.71,1.28,1.09,23.16,41.66,35.18,14.47,0.27,1.25,0.29,0.64,0.015,0.019,2.21,0.8,0.06,1.2,0.78,0.05,2203,0.1,0.12,224.16,6.48,FALSE
2562,1,80,75,3/12/16,Lut2,M1,3.2248,2.8689,4.8526,11.985,8.76,9.4,0.73,1.13,1.38,22.53,34.85,42.61,14.45,0.29,1.1,0.35,0.63,0.022,0.035,2.16,0.86,0.11,1.1,0.81,0.1,2330,0.13,0.17,353.48,6.29,FALSE
2563,1,40,57,2/6/16,TimeBred,M1,3.3733,3.0216,4.9201,12.382,9.016,11.9,0.75,1.39,1.15,22.91,42.14,34.96,14.4,0.26,1.32,0.31,0.68,0.012,0.015,2.32,0.84,0.07,1.3,0.85,0.03,1730,0.06,0.08,276.6,6.13,TRUE
2563,1,47,57,2/6/16,TimeBred,M1,3.2956,3.0757,4.8895,12.331,9.043,14.4,0.76,1.36,1.07,23.8,42.66,33.55,14.35,0.26,1.3,0.29,0.64,0.01,0.018,2.29,0.79,0.07,1.2,0.8,0.04,2057,0.07,0.11,318.93,6.2,TRUE
2563,1,54,57,2/6/16,TimeBred,M1,4.0207,2.9682,4.8808,12.938,8.922,12.6,0.89,1.63,1.37,22.8,41.99,35.2,14.4,0.25,1.55,0.39,0.82,0.013,0.027,2.76,1.01,0.08,1.5,1.01,0.05,1844,0.09,0.13,256.81,6.24,TRUE
2563,1,61,57,2/6/16,TimeBred,M1,3.8207,2.9793,4.8147,12.682,8.863,11.8,0.85,1.55,1.26,23.22,42.41,34.38,14.43,0.26,1.47,0.34,0.79,0.014,0.022,2.6,0.97,0.09,1.6,0.98,0.05,1708,0.09,0.13,244.62,6.32,TRUE
2565,1,58,74,4/8/16,Lut2,M1,3.4728,3.2239,4.9436,12.719,9.259,9.7,0.85,1.23,1.36,24.59,35.84,39.57,14.41,0.28,1.24,0.34,0.63,0.018,0.018,2.41,0.8,0.14,0.6,0.85,0.05,1157,0.04,0.06,347.53,6.47,FALSE
2565,1,65,74,4/8/16,Lut2,M1,4.78495,3.2263,4.75895,13.859,9.083,9.75,1.205,1.74,1.8,25.425,36.67,37.905,14.375,0.245,1.76,0.49,0.76,0.033,0.035,3.43,1.03,0.17,1,1.04,0.11,1059,0.08,0.1,138.885,6.43,FALSE
2565,1,72,74,4/8/16,Lut2,M1,9.1131,4.29245,4.1871,18.7895,9.702,20.4,2.395,3.35,2.975,27.445,38.43,34.13,14.055,0.19,3.19,0.74,1.43,0.066,0.086,6.24,1.96,0.32,1.2,1.94,0.24,1743,0.195,0.235,74.55,5.84,FALSE
2565,1,79,74,4/8/16,Lut2,M1,5.142,3.4435,4.6738,14.366,9.236,12.5,1.3,1.79,2.01,25.55,35.14,39.31,14.15,0.23,1.81,0.57,0.81,0.028,0.051,3.66,1.09,0.19,0.1,1.11,0.11,1374,0.19,0.23,210.77,6.36,FALSE
2568,1,62,79,3/12/16,TimeBred,M1,3.5367,2.9565,4.8127,12.354,8.819,11.6,0.75,1.3,1.39,21.71,37.8,40.49,14.74,0.31,1.27,0.36,0.69,0.028,0.047,2.35,0.93,0.14,1,0.91,0.1,1247,0.05,0.07,247.09,6.61,FALSE
2568,1,69,79,3/12/16,TimeBred,M1,4.0351,2.9548,4.8125,12.855,8.821,10.2,0.85,1.51,1.48,22.06,39.39,38.55,14.71,0.29,1.47,0.4,0.87,0.019,0.03,2.69,1.07,0.13,1.6,1.08,0.07,1300,0.05,0.07,215.04,6.33,FALSE
2568,1,76,79,3/12/16,TimeBred,M1,3.6367,3.088,4.8718,12.655,9.027,10.7,0.75,1.33,1.39,21.6,38.26,40.14,14.78,0.31,1.3,0.37,0.78,0.02,0.04,2.4,0.97,0.14,1.3,0.98,0.08,1297,0.05,0.08,310.43,6.27,FALSE
2568,1,84,79,3/12/16,TimeBred,M1,3.2661,3.0307,4.8211,12.168,8.907,10.5,0.74,1.09,1.45,22.63,33.22,44.15,14.61,0.3,1.09,0.37,0.58,0.03,0.042,2.19,0.82,0.15,1.5,0.79,0.12,1319,0.07,0.11,390.84,6.42,FALSE
2569,1,61,75,3/16/16,Lut2,M1,3.7125,2.7304,4.977,12.455,8.742,13.2,0.7,1.4,1.47,19.68,39.25,41.07,14.61,0.3,1.36,0.36,0.87,0.014,0.049,2.39,1.09,0.1,1.5,1.06,0.08,2174,0.1,0.13,453.26,6.03,FALSE
2569,1,68,75,3/16/16,Lut2,M1,3.4374,2.8257,4.9178,12.22,8.783,11.3,0.72,1.35,1.22,21.92,41.09,36.99,14.5,0.29,1.3,0.3,0.77,0.009,0.032,2.28,0.94,0.09,1.3,0.95,0.05,1904,0.08,0.1,342.4,6.33,FALSE
2569,1,76,75,3/16/16,Lut2,M1,3.4996,2.7976,4.9219,12.257,8.757,9.5,0.74,1.28,1.48,21.02,36.71,42.26,14.49,0.29,1.25,0.37,0.69,0.028,0.045,2.32,0.96,0.11,1.7,0.89,0.11,2092,0.11,0.15,474.8,6.27,FALSE
2570,1,71,88,3/5/16,TimeBred,M1,3.843,2.9617,4.7539,12.624,8.781,10.8,0.95,1.51,1.21,25.98,41.14,32.88,14.32,0.26,1.44,0.33,0.75,0.008,0.024,2.67,0.91,0.1,1,0.94,0.04,1563,0.13,0.15,177.7,6.28,FALSE
2570,1,77,88,3/5/16,TimeBred,M1,4.02,3.0332,4.8048,12.916,8.9,11.1,0.96,1.52,1.37,25.01,39.47,35.53,14.27,0.26,1.48,0.37,0.78,0.01,0.031,2.79,0.96,0.11,0.8,0.98,0.06,1836,0.14,0.17,256.44,6.15,FALSE
2570,1,78,88,3/5/16,TimeBred,M1,4.2296,3.0223,4.8443,13.155,8.931,11.6,1.02,1.64,1.39,25.14,40.48,34.38,14.23,0.25,1.59,0.37,0.81,0.009,0.031,2.95,1,0.11,0.8,1.02,0.05,1767,0.13,0.15,200.75,6.09,FALSE
2570,1,84,88,3/5/16,TimeBred,M1,3.7752,3.0832,4.8103,12.727,8.958,12.5,0.91,1.46,1.22,25.38,40.69,33.93,14.28,0.26,1.42,0.33,0.73,0.006,0.025,2.63,0.9,0.1,1.2,0.92,0.04,1785,0.13,0.16,221.87,6.14,FALSE
2570,1,85,88,3/5/16,TimeBred,M1,4.5095,3.028,4.7648,13.364,8.857,10.8,1.09,1.71,1.47,25.53,40.15,34.32,14.24,0.25,1.66,0.39,0.9,0.011,0.027,3.11,1.08,0.13,1.2,1.13,0.05,1534,0.13,0.13,145.6,6.2,FALSE
2570,1,91,88,3/5/16,TimeBred,M1,4.203,3.0081,4.8219,13.091,8.892,11,1.01,1.58,1.41,25.25,39.53,35.22,14.29,0.26,1.53,0.37,0.82,0.011,0.032,2.9,1.01,0.12,1.1,1.05,0.06,1547,0.14,0.16,244.46,6.04,FALSE
2570,1,92,88,3/5/16,TimeBred,M1,4.0715,2.9613,4.8371,12.923,8.855,10.2,0.97,1.55,1.32,25.24,40.41,34.34,14.32,0.27,1.5,0.34,0.83,0.011,0.025,2.79,1.01,0.12,1.2,1.05,0.05,1453,0.13,0.14,182.77,6.21,FALSE
2571,1,43,60,4/3/16,NoneListed,M1,3.3181,2.7874,4.9335,12.074,8.756,6.8,0.76,1.2,1.43,22.37,35.4,42.23,14.26,0.26,1.18,0.4,0.59,0.015,0.027,2.31,0.79,0.09,1.1,0.78,0.06,1842,0.09,0.14,377.14,6.19,FALSE
2571,1,49,60,4/3/16,NoneListed,M1,3.3857,2.6685,4.9666,12.06,8.672,9.3,0.82,1.18,1.47,23.55,33.99,42.46,14.13,0.25,1.19,0.4,0.61,0.012,0.034,2.37,0.81,0.1,0.9,0.8,0.06,2031,0.11,0.17,444.77,6.06,FALSE
2571,1,56,60,4/3/16,NoneListed,M1,3.41985,2.7238,4.784,11.9695,8.5435,9.85,0.845,1.28,1.37,24.165,36.605,39.23,14.205,0.245,1.25,0.39,0.57,0.013,0.024,2.43,0.76,0.09,1.1,0.76,0.06,1733,0.085,0.155,268.055,6.33,FALSE
2571,1,63,60,4/3/16,NoneListed,M1,3.64355,2.4737,5.03245,12.1785,8.5285,11.8,0.87,1.355,1.445,23.735,36.91,39.355,14.09,0.245,1.35,0.38,0.63,0.015,0.045,2.58,0.86,0.11,0,0.86,0.07,1869,0.115,0.145,311.95,6.02,FALSE
2572,1,45,62,2/13/16,NoneListed,M1,3.6629,2.8896,4.8324,12.445,8.781,11.7,0.71,1.35,1.45,20.26,38.42,41.32,14.57,0.29,1.3,0.42,0.85,0.011,0.036,2.4,1.01,0.1,1,1.02,0.06,1729,0.09,0.14,398.02,6.56,FALSE
2572,1,52,62,2/13/16,NoneListed,M1,4.182,2.9244,4.856,13.029,8.849,12.3,0.84,1.51,1.71,20.63,37.24,42.13,14.47,0.28,1.46,0.49,0.95,0.01,0.039,2.75,1.14,0.13,1.2,1.16,0.06,1785,0.11,0.17,431.67,6.22,FALSE
2572,1,59,62,2/13/16,NoneListed,M1,3.4732,2.8629,4.882,12.275,8.802,12.7,0.75,1.34,1.26,22.29,40.06,37.65,14.47,0.28,1.28,0.33,0.74,0.014,0.032,2.31,0.91,0.1,1,0.92,0.06,1603,0.06,0.09,358.11,6.4,FALSE
2572,1,66,62,2/13/16,NoneListed,M1,3.1812,2.9833,4.868,12.095,8.917,10.8,0.66,1.18,1.29,21.07,37.69,41.24,14.51,0.28,1.15,0.39,0.67,0.006,0.025,2.17,0.8,0.08,1,0.82,0.04,1779,0.1,0.15,370.27,6.41,FALSE
2573,1,45,63,5/15/16,Lut2,M1,3.8669,3.0038,4.7772,12.721,8.857,8.3,0.81,1.39,1.49,21.97,37.69,40.34,14.52,0.28,1.4,0.39,0.87,0.01,0.022,2.58,1.03,0.11,1.1,1.07,0.04,1410,0.11,0.12,255.18,6.49,TRUE
2573,1,58,63,5/15/16,Lut2,M1,3.6456,3.0796,4.8363,12.638,8.999,11.6,0.82,1.37,1.26,23.86,39.56,36.58,14.51,0.28,1.36,0.31,0.77,0.012,0.021,2.47,0.92,0.1,0.7,0.96,0.04,1414,0.1,0.09,205.06,6.63,TRUE
2573,1,66,63,5/15/16,Lut2,M1,3.4639,3.0504,4.7806,12.367,8.907,10.4,0.87,1.29,1.13,26.46,39.18,34.36,14.46,0.3,1.29,0.25,0.67,0.016,0.018,2.39,0.84,0.1,0.8,0.86,0.05,1432,0.11,0.09,184.69,6.59,TRUE
2574,1,58,74,4/8/16,NoneListed,M1,3.6918,2.6891,4.6215,12.043,8.339,11.9,0.91,1.34,1.45,24.62,36.23,39.15,14.21,0.26,1.34,0.37,0.66,0.01,0.047,2.58,0.87,0.11,0.4,0.87,0.07,1617,0.1,0.15,291.9,7.23,FALSE
2574,1,65,74,4/8/16,NoneListed,M1,3.13615,2.5799,4.5766,11.32,8.167,12.4,0.81,1.165,1.25,25.1,36.105,38.79,14.235,0.26,1.16,0.31,0.47,0.016,0.046,2.23,0.68,0.11,0.5,0.66,0.08,1553,0.07,0.115,254.59,7.335,FALSE
2574,1,72,74,4/8/16,NoneListed,M1,3.5014,2.7287,4.47615,11.746,8.23,12.7,0.905,1.33,1.205,26.22,38.69,35.085,14.235,0.255,1.34,0.3,0.59,0.012,0.034,2.5,0.77,0.11,0.4,0.78,0.06,1548,0.08,0.125,188.955,7.355,FALSE
2574,1,79,74,4/8/16,NoneListed,M1,4.2546,2.8022,4.473,12.582,8.315,11.9,1.13,1.51,1.65,26.26,35.14,38.59,14.01,0.23,1.53,0.46,0.65,0.013,0.048,3.08,0.87,0.13,0.2,0.87,0.09,1797,0.17,0.22,181.81,7.13,FALSE
2575,1,58,74,3/11/16,SCRHeat,M1,3.4302,3.1689,4.8167,12.477,9.057,10.7,0.77,1.33,1.14,23.85,41.11,35.03,14.45,0.28,1.29,0.3,0.71,0.01,0.019,2.34,0.85,0.1,0.6,0.89,0.03,1388,0.06,0.07,260.57,6.52,TRUE
2575,1,65,74,3/11/16,SCRHeat,M1,4.5548,2.9722,4.9192,13.506,8.957,10.3,1.14,1.72,1.44,26.6,39.87,33.53,14.13,0.25,1.65,0.37,0.89,0.009,0.042,3.14,1.11,0.13,0.6,1.15,0.06,1709,0.1,0.1,262.3,5.74,TRUE
2575,1,72,74,3/11/16,SCRHeat,M1,3.978,3.1349,4.8327,13.01,9.041,10.9,0.94,1.57,1.26,24.96,41.66,33.38,14.42,0.27,1.51,0.32,0.78,0.012,0.024,2.74,0.95,0.11,0.9,0.99,0.05,1335,0.05,0.07,231.19,6.37,TRUE
2575,1,80,74,3/11/16,SCRHeat,M1,3.2734,2.7525,4.9969,12.056,8.783,8.1,0.69,1.16,1.34,21.63,36.4,41.97,14.57,0.3,1.14,0.36,0.68,0.022,0.042,2.16,0.9,0.11,1.5,0.86,0.09,1852,0.09,0.1,378.17,6.08,TRUE
2576,1,40,59,3/21/16,NoneListed,M1,3.55,2.7637,4.8944,12.243,8.691,10.1,0.68,1.18,1.51,20.23,34.97,44.8,14.65,0.32,1.15,0.39,0.89,0.014,0.051,2.22,1.1,0.12,1.3,1.07,0.09,2550,0.15,0.18,511.17,5.91,FALSE
2576,1,47,59,3/21/16,NoneListed,M1,3.1679,2.682,4.9394,11.816,8.644,9.8,0.6,1.06,1.33,19.96,35.38,44.66,14.65,0.33,1.03,0.34,0.83,0.006,0.048,1.97,1,0.11,1.2,0.99,0.08,2369,0.12,0.14,515.27,6.07,FALSE
2576,1,55,59,3/21/16,NoneListed,M1,3.264,2.6046,4.9529,11.844,8.573,10.7,0.64,1.01,1.53,20.01,31.82,48.17,14.61,0.33,1.01,0.39,0.79,0.018,0.058,2.03,1.01,0.13,1.3,0.96,0.12,2490,0.14,0.17,591.72,6.23,FALSE
2576,1,61,59,3/21/16,NoneListed,M1,3.4916,2.7383,4.9642,12.239,8.747,10.6,0.78,1.05,1.64,22.47,30.27,47.25,14.42,0.31,1.07,0.41,0.77,0.016,0.059,2.26,1,0.14,0.8,0.97,0.12,2587,0.18,0.24,629.29,5.91,FALSE
2578,1,41,60,3/21/16,NoneListed,M1,3.8061,2.8494,4.8372,12.536,8.728,9.3,0.65,1.37,1.57,18.18,38.2,43.62,14.74,0.31,1.33,0.41,0.99,0.012,0.029,2.39,1.17,0.11,1.3,1.2,0.04,1436,0.09,0.13,413.64,6.46,FALSE
