ID,LACT,DIMatSample,DIMatBreeding,DateofBreeding,ReasonBred,Milking.Shift,Fat...D,CU.Protein,CU.Lactose,Tot.Solids,SNF,NPN.CU,Denovo.FA,Mixed.FA,Performed.FA,DeNovo.Cal.Rel.,Mixed.Cal.Rel..,Preformed.Cal.Rel..,mChainL,mUnsat,PalmiticAcid,StearicAcid,OleicAcid,C181T10,C181T11,SatFAmasspermass,MonoFAmasspermass,PolyFAsmasspermass,FreeFA,CisFAmasspermass,TransFAmasspermass,CitricAcid,BHB,Acetone,Blood.NEFA..ueq.L.,Conductivity,preg
2109,4,73,82,9/3/16,TimeBred,M1,3.5857,2.7005,4.7461,12.11,8.52,11.5,0.81,1.37,1.31,23.31,39.18,37.51,14.53,0.28,1.29,0.36,0.65,0.019,0.035,2.38,0.93,0.12,1.8,0.92,0.08,1429,0.04,0.04,277.02,7.04,TRUE
2109,4,74,82,9/3/16,TimeBred,M1,3.2074,2.6315,4.7365,11.647,8.433,12,0.76,1.24,1.16,24.17,39.3,36.53,14.42,0.28,1.17,0.3,0.55,0.015,0.033,2.15,0.82,0.1,1.5,0.8,0.07,1539,0.04,0.04,294.84,6.92,TRUE
2109,4,77,82,9/3/16,TimeBred,M1,2.5402,2.5993,4.6646,10.87,8.32,11.7,0.6,1.06,0.77,24.72,43.57,31.71,14.5,0.29,0.98,0.18,0.5,0.002,0.014,1.69,0.67,0.07,1.7,0.69,0.02,1400,0.03,0.01,144.71,7.17,TRUE
2109,4,78,82,9/3/16,TimeBred,M1,4.3174,2.5786,4.5843,12.552,8.222,12.6,0.96,1.67,1.47,23.38,40.73,35.89,14.51,0.29,1.57,0.37,0.88,0.015,0.038,2.81,1.17,0.14,2,1.19,0.08,1481,0.07,0.07,192.65,6.94,TRUE
2109,4,79,82,9/3/16,TimeBred,M1,2.523,2.5773,4.7123,10.877,8.345,11.1,0.53,0.99,0.88,22.02,41.45,36.53,14.67,0.31,0.93,0.24,0.52,0.006,0.02,1.63,0.7,0.08,1.5,0.71,0.04,1598,0.07,0.06,213.35,7.11,TRUE
2109,4,80,82,9/3/16,TimeBred,M1,2.1742,2.5471,4.7713,10.554,8.372,11.1,0.52,0.92,0.67,24.6,43.67,31.73,14.53,0.3,0.86,0.16,0.39,0.003,0.018,1.47,0.55,0.06,1.2,0.56,0.02,1496,0.04,0.03,231.13,7.23,TRUE
2109,4,81,82,9/3/16,TimeBred,M1,4.2159,2.6373,4.7197,12.649,8.427,10.3,0.98,1.65,1.44,24.09,40.52,35.39,14.38,0.26,1.55,0.39,0.78,0.016,0.035,2.82,1.07,0.13,1.9,1.09,0.07,1524,0.09,0.1,188.71,6.74,TRUE
2109,4,85,82,9/3/16,TimeBred,M1,3.3661,2.7135,4.7358,11.893,8.523,8.3,0.73,1.27,1.24,22.57,39.15,38.28,14.52,0.29,1.19,0.35,0.66,0.014,0.032,2.2,0.91,0.11,1.8,0.91,0.06,1617,0.1,0.1,297.22,7.01,TRUE
2109,4,86,82,9/3/16,TimeBred,M1,3.581,2.5839,4.7197,11.954,8.365,9.9,0.79,1.36,1.27,23.11,39.75,37.14,14.49,0.3,1.26,0.32,0.75,0.013,0.032,2.3,1,0.12,1.8,1.03,0.06,1512,0.08,0.09,325.99,7.02,TRUE
2109,4,87,82,9/3/16,TimeBred,M1,4.2134,2.575,4.6615,12.522,8.298,8.4,0.98,1.64,1.41,24.37,40.69,34.95,14.37,0.27,1.53,0.37,0.82,0.015,0.031,2.8,1.09,0.13,1.9,1.12,0.07,1439,0.1,0.1,181.24,7.02,TRUE
2109,4,88,82,9/3/16,TimeBred,M1,2.8591,2.6233,4.7051,11.257,8.39,7.8,0.68,1.14,0.91,24.77,41.81,33.42,14.45,0.29,1.06,0.24,0.55,0.005,0.013,1.91,0.74,0.08,1.8,0.77,0.03,1457,0.05,0.03,154.91,7.24,TRUE
2112,3,76,93,2/6/16,TimeBred,M1,4.1174,2.8165,4.7508,12.743,8.62,11.8,0.96,1.65,1.29,24.58,42.42,33,14.37,0.26,1.57,0.34,0.84,0.008,0.032,2.81,1,0.12,1.1,1.06,0.04,1237,0.05,0.07,170.83,6.39,FALSE
2112,3,83,93,2/6/16,TimeBred,M1,3.7731,2.6968,4.5808,12.096,8.308,10,0.89,1.45,1.24,25,40.41,34.59,14.31,0.26,1.39,0.36,0.77,0.003,0.03,2.59,0.9,0.11,1.1,0.95,0.03,1321,0.09,0.12,133.8,6.69,FALSE
2112,3,90,93,2/6/16,TimeBred,M1,3.6683,2.8023,4.5747,12.097,8.417,11,0.85,1.44,1.19,24.42,41.35,34.23,14.42,0.27,1.37,0.33,0.76,0.008,0.023,2.5,0.89,0.11,1.4,0.94,0.03,1247,0.08,0.12,100.1,6.78,FALSE
2112,3,97,93,2/6/16,TimeBred,M1,2.8031,2.8905,4.5856,11.33,8.518,12.5,0.62,1.09,0.96,23.38,40.76,35.86,14.54,0.29,1.05,0.25,0.6,0.008,0.027,1.87,0.72,0.09,1.2,0.74,0.04,1231,0.05,0.07,190.52,6.93,FALSE
2114,4,66,83,9/10/16,TimeBred,M1,4.6725,3.3225,4.6682,13.785,9.127,12.1,1.18,1.93,1.34,26.56,43.4,30.04,14.03,0.2,1.83,0.42,0.73,0.009,0.02,3.33,0.97,0.11,0.7,1.03,0.03,1400,0.1,0.12,126.71,6.85,FALSE
2114,4,73,83,9/10/16,TimeBred,M1,2.5655,3.3282,4.7418,11.749,9.2,13,0.6,1.11,0.71,24.81,45.95,29.24,14.44,0.28,1.03,0.19,0.45,0.006,0.014,1.75,0.61,0.07,0.7,0.65,0.01,1404,0.03,0.03,304.88,7.09,FALSE
2114,4,80,83,9/10/16,TimeBred,M1,3.2674,3.2995,4.6752,12.356,9.102,9.9,0.83,1.39,0.93,26.3,44,29.69,14.24,0.25,1.29,0.26,0.51,0.01,0.015,2.3,0.73,0.07,0.9,0.75,0.03,1445,0.05,0.06,258.67,7.02,FALSE
2118,4,66,83,12/31/16,TimeBred,M1,4.7935,2.6218,4.8575,13.355,8.554,9.6,1.03,1.64,1.91,22.47,35.78,41.75,14.23,0.27,1.55,0.51,1.07,0.004,0.05,3.1,1.27,0.16,0.4,1.33,0.07,1839,0.14,0.19,621.41,6.5,TRUE
2119,3,60,73,12/6/15,Lut2,M1,3.7341,3.4025,4.8018,13.039,9.32,8.8,0.87,1.43,1.27,24.36,40.18,35.46,14.38,0.27,1.38,0.34,0.74,0.013,0.03,2.54,0.93,0.11,0.3,0.94,0.06,2026,0.1,0.11,266.89,5.97,TRUE
2119,3,76,73,12/6/15,Lut2,M1,3.7799,3.1947,4.883,12.945,9.177,11.1,0.88,1.44,1.25,24.67,40.32,35.01,14.37,0.28,1.38,0.32,0.78,0.011,0.039,2.54,0.98,0.11,0.6,0.99,0.06,1770,0.07,0.08,289.91,6.02,TRUE
2121,4,42,59,9/17/16,SCRHeat,M1,3.3801,2.5832,4.4201,11.451,8.053,11.4,0.67,1.12,1.36,21.16,35.67,43.18,14.72,0.36,1.04,0.32,0.85,0.014,0.041,2,1.1,0.14,1.2,1.12,0.08,1978,0.11,0.12,415.34,7.62,TRUE
2121,4,48,59,9/17/16,SCRHeat,M1,2.4318,2.5541,4.5137,10.561,8.114,10.2,0.55,0.9,0.86,23.73,38.92,37.35,14.54,0.34,0.82,0.17,0.53,0.02,0.021,1.49,0.76,0.1,0.8,0.76,0.06,1979,0.08,0.05,216.33,7.76,TRUE
2121,4,55,59,9/17/16,SCRHeat,M1,3.5436,2.5114,4.5437,11.663,8.103,7.1,0.74,1.16,1.41,22.3,35.03,42.68,14.59,0.35,1.08,0.34,0.85,0.018,0.04,2.13,1.13,0.16,1.4,1.14,0.09,1954,0.12,0.12,436.28,7.15,TRUE
2121,4,62,59,9/17/16,SCRHeat,M1,2.6627,2.7111,4.6432,11.091,8.421,6.5,0.62,0.87,1.01,24.78,34.96,40.25,14.38,0.33,0.81,0.24,0.61,0.01,0.019,1.64,0.82,0.11,1.3,0.83,0.05,2236,0.16,0.15,320.5,7.12,TRUE
2125,3,55,72,1/30/16,Lut2,M1,3.583,2.6021,4.7832,12.009,8.415,8.7,0.7,1.26,1.4,20.85,37.48,41.67,14.51,0.31,1.19,0.37,0.95,0.001,0.033,2.25,1.09,0.11,1.1,1.13,0.04,2166,0.13,0.17,415.35,6.33,FALSE
2125,3,62,72,1/30/16,Lut2,M1,3.2821,2.6712,4.9137,11.909,8.622,7.6,0.66,1.23,1.22,21.32,39.59,39.09,14.51,0.29,1.18,0.34,0.81,0.002,0.021,2.14,0.93,0.09,0.8,0.97,0.02,1908,0.08,0.11,317.62,6.32,FALSE
2125,3,69,72,1/30/16,Lut2,M1,3.8992,2.6056,4.8669,12.414,8.506,9.2,0.79,1.41,1.47,21.64,38.28,40.08,14.49,0.3,1.33,0.37,1,0.003,0.034,2.47,1.17,0.12,1,1.22,0.05,2097,0.11,0.13,372.48,6.06,FALSE
2125,3,76,72,1/30/16,Lut2,M1,4.8025,2.5647,4.7909,13.205,8.39,8.3,0.94,1.71,1.89,20.63,37.73,41.64,14.56,0.3,1.63,0.52,1.22,0.009,0.046,3.05,1.43,0.14,1.3,1.47,0.07,2128,0.16,0.2,361.51,6.01,FALSE
2130,3,62,75,12/6/15,Lut2,M1,2.651,2.9872,4.7321,11.438,8.787,8.5,0.63,0.98,0.91,25,38.99,36.01,14.37,0.3,0.95,0.19,0.58,0.013,0.023,1.73,0.74,0.08,0.7,0.73,0.05,2351,0.08,0.1,393.97,6.56,FALSE
2130,3,71,75,12/6/15,Lut2,M1,3.1837,2.8541,4.7239,11.823,8.635,10.1,0.71,1.27,1.04,23.44,42.1,34.45,14.38,0.28,1.22,0.24,0.7,0.008,0.028,2.12,0.86,0.08,0.8,0.87,0.04,1968,0.05,0.08,339.89,6.48,FALSE
2130,3,78,75,12/6/15,Lut2,M1,2.4405,2.8924,4.8477,11.241,8.801,7.6,0.58,0.98,0.78,24.83,41.8,33.37,14.37,0.29,0.94,0.18,0.52,0.004,0.009,1.66,0.63,0.06,0.6,0.65,0.01,1939,0.05,0.07,255.03,6.49,FALSE
2130,4,46,64,12/4/16,Lut2,M1,3.0776,2.7523,4.8124,11.714,8.631,7.2,0.62,1.03,1.26,21.18,35.5,43.32,14.53,0.32,0.97,0.35,0.74,0.004,0.033,1.94,0.89,0.1,1,0.94,0.05,2535,0.11,0.14,522.91,6.24,FALSE
2130,4,60,64,12/4/16,Lut2,M1,3.2778,2.8492,4.6907,11.905,8.622,8.2,0.63,1.2,1.25,20.44,38.9,40.65,14.68,0.32,1.12,0.33,0.78,0.014,0.034,2.05,0.96,0.1,1.5,0.94,0.07,2512,0.12,0.16,500.97,6.5,FALSE
2130,4,67,64,12/4/16,Lut2,M1,2.8076,2.9872,4.6324,11.52,8.71,6.9,0.56,1.02,1.06,21.29,38.59,40.12,14.71,0.34,0.94,0.24,0.68,0.021,0.022,1.72,0.86,0.1,1.8,0.83,0.08,2607,0.12,0.14,484.18,6.64,FALSE
2138,3,58,76,1/24/16,Lut2,M1,2.9768,2.5968,4.8334,11.442,8.455,11.9,0.74,1.25,0.92,25.33,42.94,31.73,14.32,0.25,1.18,0.27,0.5,0.008,0.025,2.14,0.63,0.07,1.3,0.64,0.03,1230,0,0.01,149.79,6.9,FALSE
2138,3,65,76,1/24/16,Lut2,M1,3.0991,2.6198,4.8155,11.572,8.463,11.5,0.79,1.27,0.94,26.21,42.47,31.32,14.25,0.25,1.2,0.26,0.56,0.004,0.021,2.2,0.68,0.08,1.3,0.71,0.02,1132,0,0,159.11,6.94,FALSE
2138,3,72,76,1/24/16,Lut2,M1,4.1089,2.6257,4.8338,12.614,8.496,13.3,1.06,1.7,1.23,26.63,42.55,30.82,14.22,0.23,1.61,0.34,0.69,0.013,0.032,2.94,0.87,0.1,1.3,0.89,0.05,1047,-0.01,-0.02,92.68,6.71,FALSE
2138,3,79,76,1/24/16,Lut2,M1,3.8294,2.6358,4.8902,12.4,8.563,14.9,0.95,1.56,1.16,25.93,42.49,31.58,14.24,0.24,1.49,0.32,0.7,0.008,0.035,2.69,0.86,0.09,1.3,0.89,0.04,1240,0.02,0.02,176.91,6.58,FALSE
2138,4,65,82,2/25/17,TimeBred,M1,3.5838,2.3133,4.8904,11.825,8.224,7.8,0.65,1.23,1.51,19.16,36.33,44.51,14.73,0.32,1.16,0.45,0.88,0.006,0.029,2.26,1,0.12,1.9,1.1,0.04,1402,0.07,0.08,370.32,7.05,FALSE
2138,4,72,82,2/25/17,TimeBred,M1,2.7147,2.4886,4.8842,11.136,8.409,11.2,0.65,1,1.02,24.27,37.53,38.2,14.36,0.27,0.94,0.31,0.48,0.003,0.03,1.88,0.6,0.08,1.4,0.65,0.04,1285,0.02,0.04,289.45,7.08,FALSE
2141,3,72,91,6/4/16,TimeBred,M1,2.4551,3.3005,4.5523,11.385,8.934,11,0.6,0.9,0.81,26.12,38.9,34.99,14.43,0.3,0.91,0.17,0.5,0.008,0.015,1.67,0.6,0.1,0.7,0.65,0.02,1247,0.04,0,20.92,7.33,FALSE
2141,3,73,91,6/4/16,TimeBred,M1,4.2991,3.254,4.5076,13.153,8.857,11.5,1.06,1.59,1.41,26.17,39.16,34.67,14.42,0.3,1.57,0.32,0.86,0.016,0.029,2.92,1.07,0.14,0.9,1.12,0.06,1232,0.09,0.05,72.98,7.01,FALSE
2141,3,74,91,6/4/16,TimeBred,M1,3.4721,3.2442,4.5962,12.397,8.929,11.4,0.87,1.28,1.14,26.45,38.84,34.71,14.41,0.31,1.28,0.27,0.66,0.014,0.025,2.4,0.83,0.12,1.2,0.87,0.05,1228,0.07,0.06,168.28,7.2,FALSE
2141,3,75,91,6/4/16,TimeBred,M1,3.985,3.2886,4.5318,12.897,8.917,12.1,0.98,1.52,1.24,26.1,40.68,33.22,14.51,0.31,1.5,0.28,0.79,0.015,0.022,2.72,0.97,0.13,1.2,1.02,0.05,1287,0.09,0.06,8.29,7.21,FALSE
2141,3,76,91,6/4/16,TimeBred,M1,3.4776,3.1696,4.5186,12.244,8.766,11.2,0.81,1.32,1.13,24.92,40.34,34.73,14.51,0.31,1.31,0.29,0.71,0.009,0.021,2.38,0.86,0.1,1.2,0.9,0.03,1261,0.08,0.08,84.13,7.08,FALSE
2141,3,79,91,6/4/16,TimeBred,M1,3.2389,3.1466,4.4913,11.972,8.73,11.6,0.76,1.22,1.09,24.75,39.86,35.39,14.52,0.32,1.22,0.26,0.67,0.007,0.025,2.21,0.82,0.11,0.6,0.86,0.03,1342,0.09,0.07,92.09,7.25,FALSE
2141,3,80,91,6/4/16,TimeBred,M1,3.4215,3.1287,4.5957,12.243,8.82,9.8,0.81,1.32,1.07,25.24,41.23,33.53,14.48,0.31,1.31,0.25,0.72,0.008,0.014,2.34,0.86,0.1,1.1,0.91,0.02,1403,0.08,0.06,51.25,7.11,FALSE
2141,3,81,91,6/4/16,TimeBred,M1,3.3814,3.0811,4.5959,12.152,8.767,9.4,0.82,1.3,1.04,25.91,41.22,32.87,14.47,0.31,1.29,0.23,0.69,0.01,0.019,2.32,0.83,0.1,0.9,0.88,0.03,1348,0.09,0.06,85.98,7.12,FALSE
2141,3,88,91,6/4/16,TimeBred,M1,1.7221,3.1337,4.5655,10.504,8.78,11.2,0.38,0.65,0.58,23.73,40.49,35.78,14.65,0.34,0.68,0.11,0.4,0.008,0.008,1.14,0.48,0.05,0.9,0.49,0.01,1425,0.08,0.04,87.15,7.45,FALSE
2149,3,54,72,1/24/16,Lut2,M1,3.6774,2.9551,4.757,12.456,8.778,11.6,0.84,1.55,1.19,23.55,43.26,33.18,14.23,0.24,1.45,0.36,0.7,0.006,0.011,2.6,0.83,0.07,0.1,0.87,0.01,1629,0.07,0.11,202.68,6.45,TRUE
2149,3,61,72,1/24/16,Lut2,M1,4.1344,2.9639,4.7307,12.901,8.765,11.5,0.98,1.76,1.33,24.01,43.37,32.63,14.16,0.21,1.66,0.42,0.72,0.007,0.015,2.99,0.88,0.06,0,0.9,0.02,1573,0.06,0.09,136.73,6.37,TRUE
2149,3,68,72,1/24/16,Lut2,M1,3.7154,2.9621,4.7453,12.487,8.771,10.5,0.89,1.6,1.13,24.47,44.35,31.18,14.24,0.22,1.53,0.36,0.67,0.002,0.004,2.7,0.78,0.05,0.3,0.83,0,1427,0.05,0.08,105.04,6.66,TRUE
2149,3,75,72,1/24/16,Lut2,M1,2.7511,3.1533,4.8368,11.811,9.069,12.1,0.65,1.21,0.82,24.36,45.09,30.56,14.26,0.24,1.17,0.24,0.48,0.002,-0.003,2.01,0.56,0.04,0,0.6,-0.02,1578,0.04,0.08,253.71,6.72,TRUE
2149,4,74,85,1/21/17,TimeBred,M1,6.2218,2.8023,4.7875,14.913,8.688,6.1,1.4,2.05,2.42,23.91,34.86,41.23,13.96,0.26,1.94,0.62,1.41,0.013,0.052,3.99,1.69,0.23,0.6,1.79,0.09,1824,0.22,0.24,541.16,6.21,FALSE
2149,4,81,85,1/21/17,TimeBred,M1,2.9459,2.9872,4.7372,11.756,8.809,12.3,0.62,1.19,0.98,22.19,42.62,35.19,14.51,0.27,1.13,0.34,0.62,-0.006,-0.012,2.04,0.66,0.06,0.8,0.78,-0.02,1388,0.06,0.1,223.32,7.11,FALSE
2149,4,88,85,1/21/17,TimeBred,M1,3.217,3.0571,4.7244,12.08,8.864,10.7,0.72,1.3,1.03,23.68,42.6,33.72,14.41,0.26,1.23,0.33,0.62,0.005,-0.002,2.25,0.69,0.08,0.8,0.8,0,1375,0.06,0.09,233.64,6.79,FALSE
2150,3,44,61,2/20/16,NoneListed,M1,3.2643,2.8971,4.7727,11.99,8.724,13,0.75,1.42,0.97,24.02,45.15,30.83,14.35,0.27,1.33,0.23,0.65,0.013,0.025,2.23,0.84,0.07,0.8,0.83,0.04,1890,0.06,0.06,200.42,6.48,TRUE
2150,3,51,61,2/20/16,NoneListed,M1,3.3616,2.7957,4.7607,11.968,8.601,13.8,0.73,1.39,1.11,22.58,43.1,34.32,14.47,0.29,1.3,0.23,0.74,0.02,0.036,2.19,0.96,0.09,1.2,0.94,0.07,1955,0.06,0.08,304.15,6.54,TRUE
2150,3,58,61,2/20/16,NoneListed,M1,2.8518,2.7905,4.7446,11.432,8.574,13.9,0.64,1.18,0.9,23.4,43.49,33.1,14.54,0.31,1.11,0.18,0.6,0.02,0.033,1.87,0.8,0.08,0.8,0.78,0.07,1853,0.06,0.07,273.55,6.66,TRUE
2150,3,65,61,2/20/16,NoneListed,M1,3.4938,2.6975,4.8243,12.045,8.544,12.6,0.68,1.37,1.3,20.34,40.97,38.69,14.66,0.31,1.31,0.28,0.79,0.029,0.042,2.23,1.06,0.1,1.7,0.99,0.1,2462,0.11,0.14,383.73,6.19,TRUE
2151,3,54,71,4/9/16,Lut2,M1,3.7049,2.9163,4.8741,12.554,8.851,8,0.92,1.17,1.68,24.32,31.08,44.6,14.09,0.28,1.18,0.42,0.67,0.02,0.047,2.52,0.93,0.17,0.2,0.95,0.09,1359,0.09,0.15,536.1,6.41,TRUE
2151,3,61,71,4/9/16,Lut2,M1,3.54675,2.9506,4.8819,12.439,8.8955,10.45,0.875,1.26,1.405,24.765,35.665,39.57,14.25,0.275,1.27,0.36,0.6,0.017,0.04,2.48,0.82,0.13,0.1,0.84,0.07,1352,0.06,0.09,360.095,6.185,TRUE
2151,3,68,71,4/9/16,Lut2,M1,4.4203,2.94745,4.8459,13.2805,8.8625,11.85,1.15,1.59,1.57,26.615,36.875,36.505,14.115,0.26,1.57,0.36,0.8,0.02,0.043,3.05,1.07,0.17,0.6,1.11,0.08,1268,0.065,0.09,326.985,6.21,TRUE
2151,3,75,71,4/9/16,Lut2,M1,3.9368,2.9702,4.9482,12.92,8.99,11.7,1.01,1.45,1.43,25.85,37.39,36.76,14.14,0.26,1.44,0.36,0.68,0.015,0.039,2.76,0.92,0.13,0.1,0.94,0.07,1531,0.07,0.09,361.07,6.17,TRUE
2156,3,61,74,1/17/16,Lut2,M1,3.6129,3.0743,4.5888,12.349,8.734,11.8,0.85,1.5,1.14,24.26,42.98,32.76,14.34,0.25,1.4,0.32,0.74,-0.001,0.019,2.51,0.86,0.08,0.8,0.92,0.01,942,0.03,0.05,124.76,7.04,TRUE
2156,3,62,74,1/17/16,Lut2,M1,3.8879,2.9945,4.5289,12.48,8.586,12.2,0.9,1.58,1.26,24.05,42.24,33.71,14.35,0.25,1.49,0.38,0.77,0.002,0.022,2.72,0.91,0.09,0.8,0.96,0.02,975,0.05,0.08,104.09,7.06,TRUE
2156,3,63,74,1/17/16,Lut2,M1,4.1181,2.981,4.6069,12.777,8.655,11.9,0.98,1.73,1.26,24.76,43.55,31.68,14.26,0.23,1.62,0.36,0.8,0.001,0.023,2.9,0.95,0.08,1,1,0.02,1065,0.05,0.06,80.16,7.01,TRUE
2156,3,64,74,1/17/16,Lut2,M1,3.6298,2.9445,4.5679,12.206,8.569,10.3,0.85,1.54,1.08,24.42,44.4,31.18,14.29,0.24,1.44,0.32,0.74,-0.005,0.015,2.55,0.86,0.06,1,0.91,0,1021,0.04,0.06,52,6.98,TRUE
2156,3,65,74,1/17/16,Lut2,M1,3.9307,2.9385,4.5634,12.499,8.561,9.5,0.95,1.66,1.18,25.17,43.71,31.12,14.24,0.23,1.55,0.35,0.74,0.002,0.019,2.8,0.87,0.08,0.9,0.92,0.02,992,0.04,0.06,62.27,6.97,TRUE
2156,3,68,74,1/17/16,Lut2,M1,4.6684,2.9568,4.58,13.28,8.606,10.3,1.11,1.9,1.5,24.55,42.16,33.29,14.22,0.23,1.78,0.44,0.91,0.002,0.028,3.27,1.08,0.11,0.6,1.14,0.03,1072,0.07,0.09,59.73,6.75,TRUE
2156,3,69,74,1/17/16,Lut2,M1,4.0492,2.9154,4.5769,12.607,8.551,11.3,0.96,1.74,1.22,24.59,44.29,31.13,14.25,0.22,1.63,0.36,0.77,-0.003,0.019,2.89,0.89,0.07,0.9,0.95,0.01,1004,0.04,0.07,73.32,6.98,TRUE
2156,3,70,74,1/17/16,Lut2,M1,3.2191,2.9786,4.6026,11.862,8.638,8.5,0.79,1.4,0.92,25.26,45.13,29.6,14.3,0.24,1.32,0.28,0.6,-0.002,0.007,2.32,0.69,0.05,1,0.74,-0.01,1026,0.03,0.03,107.32,7.14,TRUE
2156,3,77,74,1/17/16,Lut2,M1,3.3654,2.9486,4.6233,11.997,8.626,9.2,0.84,1.46,0.96,25.76,44.68,29.56,14.31,0.23,1.39,0.29,0.6,0.001,0.002,2.45,0.69,0.05,0.9,0.74,0,942,0.03,0.05,50.33,6.91,TRUE
2156,4,51,61,10/1/16,Lut2,M1,3.9247,3.4625,4.558,13.072,9.163,9.6,0.92,1.59,1.29,24.18,41.91,33.91,14.43,0.24,1.51,0.39,0.68,0.007,0.02,2.72,0.91,0.09,1.3,0.94,0.04,1181,0.09,0.12,206.64,6.96,TRUE
2156,4,58,61,10/1/16,Lut2,M1,3.5147,3.3405,4.5241,12.497,8.992,7.3,0.83,1.38,1.18,24.56,40.68,34.75,14.51,0.28,1.29,0.33,0.65,0.009,0.019,2.38,0.87,0.1,1.3,0.9,0.04,1037,0.06,0.05,204.56,7.17,TRUE
2158,3,44,63,12/28/15,NoneListed,M1,4.0306,2.8573,4.7541,12.708,8.674,10,1.07,1.77,1.1,27.14,44.98,27.88,13.93,0.19,1.7,0.33,0.63,0.004,0.003,3,0.78,0.05,0.5,0.82,0,1551,0.06,0.07,0.37,6.43,FALSE
2158,3,51,63,12/28/15,NoneListed,M1,3.9326,2.9021,4.7849,12.688,8.755,12,1.01,1.74,1.07,26.32,45.58,28.09,14.05,0.2,1.67,0.3,0.64,0.006,0.012,2.88,0.81,0.05,0.4,0.84,0.01,1541,0.04,0.05,32.3,6.47,FALSE
2158,3,56,63,12/28/15,NoneListed,M1,2.8418,2.5054,4.8029,11.177,8.321,12.2,0.73,1.15,0.84,26.85,42.4,30.75,14.25,0.26,1.09,0.22,0.54,-0.002,0.023,2,0.63,0.08,1.1,0.68,0.01,1222,-0.01,0,195.95,6.87,FALSE
2160,3,70,87,2/27/16,TimeBred,M1,3.2683,2.6221,4.8354,11.764,8.486,10.8,0.79,1.22,1.15,25.09,38.56,36.35,14.38,0.28,1.16,0.29,0.65,0.016,0.037,2.2,0.85,0.11,1.3,0.84,0.07,1802,0.08,0.09,205.86,6.34,FALSE
2160,3,77,87,2/27/16,TimeBred,M1,3.2657,2.6113,4.8316,11.746,8.47,10.5,0.81,1.3,1.05,25.66,41.12,33.22,14.39,0.28,1.23,0.26,0.64,0.014,0.027,2.24,0.81,0.09,1.5,0.8,0.06,1857,0.08,0.07,168.2,6.46,FALSE
2160,3,83,87,2/27/16,TimeBred,M1,5.0309,2.372,4.795,13.219,8.169,14.2,0.81,1.68,2.41,16.45,34.3,49.25,14.88,0.35,1.62,0.61,1.29,0.04,0.094,3.03,1.69,0.19,1.3,1.6,0.19,2824,0.14,0.19,653.5,5.75,FALSE
2160,3,84,87,2/27/16,TimeBred,M1,3.2312,2.5316,4.7791,11.557,8.311,8.7,0.67,1.12,1.33,21.36,36.02,42.62,14.57,0.31,1.09,0.34,0.75,0.017,0.039,2.08,0.96,0.11,1.4,0.94,0.08,1848,0.1,0.09,282.25,6.76,FALSE
2160,3,85,87,2/27/16,TimeBred,M1,2.5209,2.5929,4.8195,10.946,8.414,8.7,0.53,0.94,0.93,22.11,39.22,38.67,14.65,0.32,0.91,0.2,0.59,0.011,0.02,1.62,0.73,0.09,1.3,0.74,0.05,1680,0.06,0.05,218.82,6.65,FALSE
2160,3,86,87,2/27/16,TimeBred,M1,2.0444,2.6584,4.8615,10.578,8.526,7.6,0.46,0.79,0.71,23.44,40.52,36.04,14.55,0.31,0.77,0.16,0.45,0.008,0.013,1.36,0.56,0.06,1.1,0.56,0.03,1728,0.06,0.05,161.39,6.71,FALSE
2160,3,89,87,2/27/16,TimeBred,M1,2.73,2.4977,4.8665,11.103,8.36,10.2,0.62,1.03,0.96,23.6,39.5,36.89,14.5,0.3,1.01,0.25,0.56,0.011,0.026,1.85,0.71,0.08,1.2,0.7,0.05,1780,0.07,0.07,180.93,6.88,FALSE
2160,3,90,87,2/27/16,TimeBred,M1,2.456,2.5758,4.8602,10.904,8.437,11.6,0.59,1,0.74,25.36,42.83,31.81,14.48,0.3,0.96,0.16,0.49,0.01,0.022,1.67,0.62,0.07,1.2,0.63,0.03,1519,0.04,0.03,139.58,6.78,FALSE
2160,3,91,87,2/27/16,TimeBred,M1,2.7094,2.644,4.8158,11.188,8.469,12.8,0.69,1.12,0.78,26.47,43.37,30.16,14.42,0.28,1.09,0.17,0.49,0.011,0.021,1.89,0.63,0.07,1.3,0.63,0.04,1620,0.06,0.04,68.36,6.8,FALSE
2160,3,92,87,2/27/16,TimeBred,M1,2.9806,2.7022,4.7954,11.503,8.514,11.7,0.72,1.19,0.91,25.56,42.21,32.22,14.44,0.29,1.15,0.22,0.59,0.011,0.023,2.05,0.74,0.08,1.4,0.75,0.04,1665,0.07,0.06,94.68,6.84,FALSE
2160,3,93,87,2/27/16,TimeBred,M1,2.7979,2.5802,4.8094,11.202,8.392,16.2,0.73,1.17,0.76,27.44,44.06,28.5,14.32,0.28,1.12,0.15,0.5,0.01,0.031,1.95,0.66,0.07,1,0.65,0.05,1844,0.05,0.03,134.44,6.51,FALSE
2160,4,41,58,2/11/17,Lut2,M1,3.0082,2.7146,4.7975,11.582,8.566,11.2,0.73,1.07,1.04,25.79,37.77,36.44,14.29,0.28,1.01,0.3,0.59,0.006,0.027,2.03,0.72,0.1,1.3,0.78,0.04,1907,0.07,0.06,267.72,6.53,FALSE
